,path,bx1,by1,bx2,by2,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
346,D:/cv_learn/projectII/pictures/000459.jpg,873,397,973,498,20.3,22.68,29.71,20.49,38.47,22.24,57.29,22.46,68.3,21.06,77.74,23.51,23.58,28.15,38.25,28.59,59.5,29.9,73.73,30.56,35.85,48.96,47.67,52.46,59.28,50.05,47.1,60.07,46.9,65.27,46.5,71.26,31.03,27.49,66.94,29.68,45.7,46.55,31.9,62.53,64.97,65.82
347,D:/cv_learn/projectII/pictures/000459.jpg,715,358,837,480,31.46,26.74,40.74,22.33,51.41,24.65,69.96,25.81,80.86,25.35,88.74,30.91,34.94,36.25,47.7,36.48,70.19,38.33,83.17,39.49,44.91,59.43,58.83,64.3,71.35,59.43,58.9,70.78,58.42,80.37,57.94,91.41,41.67,35.55,77.38,37.87,58.13,55.26,43.3,75.33,72.28,77.52
348,D:/cv_learn/projectII/pictures/000459.jpg,525,386,631,493,20.42,25.87,29.62,20.39,41.55,22.49,58.78,22.01,71.89,19.73,82.4,24.77,23.49,33.31,39.47,33.53,61.81,33.31,77.58,33.09,41.01,52.58,51.61,56.3,62.47,52.8,51.47,64.55,51.61,69.78,51.9,75.09,30.93,32.0,70.13,31.78,51.3,49.08,36.26,67.75,65.69,67.38
349,D:/cv_learn/projectII/pictures/000459.jpg,410,326,517,434,21.35,23.72,31.55,20.75,42.39,22.45,60.25,23.09,72.36,22.24,81.71,25.0,27.16,33.3,41.18,34.16,61.73,34.14,76.83,34.57,40.48,49.66,51.53,54.76,62.57,50.5,50.85,65.67,50.75,70.7,50.75,76.33,34.49,31.57,69.6,32.65,51.74,46.89,33.25,69.85,65.53,70.97
350,D:/cv_learn/projectII/pictures/000459.jpg,220,365,316,460,19.31,17.15,30.11,16.56,39.74,19.7,54.87,21.67,66.66,20.68,75.89,23.43,21.86,25.01,33.45,26.58,58.6,29.33,69.8,29.92,33.23,43.15,46.03,49.96,56.61,45.81,45.63,57.23,45.05,62.14,44.65,67.05,27.95,25.99,64.49,29.52,46.03,43.87,27.39,58.74,60.51,61.57
351,D:/cv_learn/projectII/pictures/000459.jpg,255,585,356,686,22.1,19.07,32.23,18.68,41.19,21.22,57.56,22.19,68.28,22.19,77.63,25.7,25.02,27.26,38.27,29.2,59.31,31.74,73.15,33.88,34.76,48.69,47.23,53.17,61.26,49.47,48.01,62.52,48.21,67.0,48.6,71.68,32.04,27.45,66.33,32.71,47.23,46.55,32.04,61.94,63.6,63.89
352,D:/cv_learn/projectII/pictures/000459.jpg,805,613,926,734,26.96,21.83,37.41,22.05,52.62,22.96,67.57,25.14,83.99,24.94,96.45,28.26,31.01,35.32,45.97,37.61,70.48,39.89,87.93,41.76,46.71,57.93,58.07,63.6,69.51,60.74,57.39,72.46,56.93,77.45,56.71,82.0,38.91,35.32,79.62,39.48,58.98,57.02,44.22,77.45,71.24,79.95
353,D:/cv_learn/projectII/pictures/000459.jpg,1082,606,1207,731,30.16,28.21,39.63,25.85,49.57,27.5,68.86,27.31,79.16,25.37,88.15,27.03,33.47,36.73,46.26,36.73,72.06,36.73,85.08,36.26,47.31,60.17,60.09,63.01,71.69,59.46,61.88,76.27,62.35,82.18,62.59,88.57,40.57,36.5,78.92,36.26,59.38,56.62,45.78,81.47,76.56,81.0
354,D:/cv_learn/projectII/pictures/000459.jpg,1103,394,1217,508,23.05,31.08,33.2,22.25,46.87,22.25,61.88,21.81,75.55,20.49,85.92,26.67,29.0,35.71,42.68,35.27,65.19,33.95,79.97,33.73,43.12,54.46,54.6,59.76,64.74,54.9,55.48,70.13,55.7,75.2,56.36,80.28,36.06,35.27,73.57,33.51,54.38,52.26,41.58,72.11,70.92,71.45
355,D:/cv_learn/projectII/pictures/000459.jpg,1313,386,1423,495,22.76,25.79,32.36,22.59,45.4,25.33,57.52,24.65,69.86,20.99,85.19,22.13,27.1,33.79,41.28,32.65,63.69,31.28,79.93,29.68,42.89,54.0,52.49,57.35,64.0,52.67,52.26,63.52,53.86,71.52,55.24,78.93,33.96,32.19,71.69,29.91,50.95,51.42,41.28,71.07,70.32,69.01
356,D:/cv_learn/projectII/pictures/000459.jpg,1545,411,1681,547,27.31,34.95,37.63,24.63,52.74,23.67,76.74,23.43,93.29,23.43,103.61,32.79,37.39,42.62,54.9,42.38,75.54,41.9,94.97,40.71,50.82,65.42,64.98,72.14,78.18,66.62,67.14,82.69,67.14,87.73,67.62,92.29,46.5,42.14,85.61,40.71,65.22,65.18,46.02,86.53,83.45,84.37
357,D:/cv_learn/projectII/pictures/000459.jpg,1367,635,1499,766,24.24,33.27,33.86,26.06,48.83,26.06,79.57,24.99,95.07,26.86,104.43,35.41,30.38,38.62,47.49,38.89,79.03,39.15,94.54,39.96,46.32,61.18,64.08,67.1,79.58,61.74,63.53,78.45,63.53,85.4,63.8,92.35,38.94,38.62,87.32,39.69,64.08,57.8,41.88,80.86,87.05,84.06
358,D:/cv_learn/projectII/pictures/000459.jpg,532,560,642,670,21.51,23.77,32.86,19.46,46.03,22.18,61.7,22.64,73.5,20.37,83.72,24.23,24.23,31.95,41.26,32.86,62.6,33.76,78.95,35.13,41.71,52.84,53.26,57.83,64.87,52.61,54.43,68.73,54.43,72.14,54.88,75.31,32.86,31.04,71.91,32.4,53.29,51.7,39.35,70.65,67.39,69.35
359,D:/cv_learn/projectII/pictures/000433.jpg,320,131,445,258,24.78,30.44,36.78,28.22,48.56,31.33,66.33,28.0,80.78,23.33,93.89,23.11,33.1,40.67,47.89,39.78,70.22,37.49,86.11,34.67,48.56,62.89,59.89,68.0,72.11,62.22,61.89,76.0,62.56,82.0,63.22,88.22,39.89,39.11,77.44,35.33,59.22,60.22,50.78,82.44,76.78,80.0
360,D:/cv_learn/projectII/pictures/000433.jpg,124,99,258,235,25.35,32.82,37.89,31.4,50.91,31.87,67.01,30.69,82.24,25.65,96.36,25.0,33.87,42.76,51.62,42.76,73.87,39.92,93.52,34.95,54.7,70.45,67.25,73.53,79.79,65.96,69.85,81.11,71.51,88.21,73.87,94.36,42.86,41.57,84.05,36.37,66.06,68.09,56.55,87.25,87.13,82.76
361,D:/cv_learn/projectII/pictures/000787.jpg,255,95,307,147,8.43,12.52,13.27,9.67,18.6,10.16,30.01,10.66,36.09,9.91,40.05,12.89,11.29,16.49,18.73,15.99,30.63,15.74,37.45,15.74,19.59,25.04,25.55,25.79,31.0,24.42,25.79,30.13,25.92,33.23,26.04,35.83,15.38,16.11,34.1,15.62,25.55,22.44,16.87,33.72,32.67,33.61
362,D:/cv_learn/projectII/pictures/001635.jpg,399,161,445,209,11.83,10.83,15.04,9.96,18.1,10.27,24.74,9.87,28.74,8.48,33.17,8.65,10.43,16.22,16.26,15.35,25.78,14.65,32.3,13.96,17.17,24.31,22.83,25.78,26.3,23.52,22.83,28.48,22.91,30.13,23.0,31.78,13.22,15.7,29.09,14.04,23.43,22.65,14.61,31.43,28.57,29.7
363,D:/cv_learn/projectII/pictures/001635.jpg,105,184,179,257,20.27,16.81,26.76,16.81,31.9,17.49,44.35,15.46,48.54,13.16,52.19,10.72,23.38,24.25,31.23,22.63,42.72,19.25,49.47,16.96,27.85,36.15,36.43,41.18,42.88,34.87,36.0,44.48,35.14,47.06,33.66,49.68,26.49,23.98,46.32,19.11,40.42,36.44,21.08,46.57,38.72,43.76
364,D:/cv_learn/projectII/pictures/001635.jpg,418,172,484,238,19.56,11.37,24.18,11.49,28.01,13.29,39.17,15.21,42.44,13.63,47.18,12.95,21.14,18.59,27.67,19.26,38.95,19.83,44.58,20.17,25.65,31.66,31.51,34.93,37.14,33.02,30.38,39.9,30.15,42.37,29.93,45.08,24.07,18.36,41.54,19.38,31.67,32.04,24.18,40.34,36.89,41.2
365,D:/cv_learn/projectII/pictures/001635.jpg,608,142,690,224,23.43,15.32,28.71,14.51,34.39,16.13,46.56,16.27,52.24,17.35,59.82,18.02,24.38,22.49,32.76,24.11,48.59,25.06,57.38,25.73,29.85,38.22,35.74,42.24,45.48,39.94,36.42,49.27,35.6,52.65,35.06,56.17,28.3,22.76,53.46,24.92,35.15,38.42,28.3,50.49,45.34,52.92
366,D:/cv_learn/projectII/pictures/001635.jpg,208,145,297,234,21.18,15.39,27.39,17.25,33.34,19.2,48.87,16.71,56.4,17.23,62.94,16.13,25.28,26.53,35.54,26.82,49.75,26.82,58.69,27.41,36.13,43.94,43.45,47.78,51.95,43.53,44.48,53.49,44.48,56.86,44.92,60.82,30.41,27.12,53.42,27.12,41.44,43.86,37.65,54.2,55.91,54.67
367,D:/cv_learn/projectII/pictures/001102.jpg,65,101,181,217,17.24,37.62,26.87,32.8,38.38,31.96,54.92,23.8,63.92,15.01,76.9,11.87,25.66,47.52,42.78,41.17,61.62,31.96,78.57,23.38,50.06,62.52,63.29,61.27,72.0,51.1,66.01,67.97,69.15,73.2,72.09,78.86,33.5,43.05,68.53,26.52,59.74,55.0,53.45,78.23,82.34,65.67
368,D:/cv_learn/projectII/pictures/000649.jpg,387,23,454,90,17.23,19.11,20.9,16.41,25.43,15.31,33.44,13.01,39.72,9.68,46.78,9.93,19.42,23.92,25.92,22.17,37.3,19.23,45.38,17.03,26.17,34.28,33.14,36.61,39.14,31.22,34.0,39.91,35.47,43.22,36.51,46.38,22.37,22.78,40.97,17.27,29.96,32.94,29.23,44.32,43.91,39.54
369,D:/cv_learn/projectII/pictures/000649.jpg,312,34,362,86,10.58,13.6,14.09,11.16,18.85,10.65,26.29,10.3,32.31,9.41,37.36,9.85,13.27,17.74,19.82,16.58,28.59,14.55,35.41,14.1,19.03,25.62,24.34,27.57,31.34,24.56,24.34,31.38,24.52,33.59,24.61,35.8,16.19,16.58,32.05,14.28,23.99,23.4,17.5,32.9,33.64,31.29
370,D:/cv_learn/projectII/pictures/000649.jpg,233,55,276,98,7.99,11.67,11.7,9.07,16.12,9.15,23.02,7.87,28.19,6.7,32.85,8.6,10.83,14.91,16.36,13.57,24.17,13.02,30.64,12.23,16.12,21.77,21.25,22.64,26.46,20.2,21.72,26.19,22.12,28.17,22.43,29.82,13.44,14.2,27.56,12.31,20.07,17.91,16.59,29.27,29.61,27.46
371,D:/cv_learn/projectII/pictures/000649.jpg,51,76,99,125,8.61,11.39,13.3,10.61,18.39,10.48,25.99,10.1,30.87,9.91,35.04,10.43,11.15,15.12,18.0,15.3,26.78,15.3,33.22,14.26,19.13,24.43,23.65,26.35,28.17,24.7,24.43,29.65,24.7,31.57,24.96,33.13,14.78,14.96,30.26,14.61,23.91,22.52,18.52,31.74,30.43,31.04
372,D:/cv_learn/projectII/pictures/000649.jpg,133,60,185,110,10.03,11.26,14.45,9.61,19.65,9.52,29.92,9.17,34.88,9.35,38.78,11.21,12.85,15.12,19.38,15.46,28.77,15.28,35.24,14.93,18.76,25.29,24.96,27.59,30.54,24.94,25.4,29.63,25.67,32.46,25.94,35.21,16.1,15.02,32.4,15.02,25.14,23.78,18.85,32.38,32.31,31.22
373,D:/cv_learn/projectII/pictures/000744.jpg,191,112,265,186,15.94,12.4,25.93,11.79,34.38,14.7,44.07,17.38,51.11,16.95,56.38,18.7,18.91,19.58,29.67,22.18,42.61,25.0,51.11,26.03,29.25,35.47,35.9,38.1,41.72,36.72,35.57,43.62,34.52,48.07,33.55,52.92,25.51,20.93,47.15,25.44,37.56,31.59,25.61,47.72,38.81,49.87
374,D:/cv_learn/projectII/pictures/000744.jpg,238,82,344,188,24.35,15.3,37.52,16.14,47.71,20.53,61.8,24.93,76.46,26.52,84.65,32.71,27.94,25.73,42.31,29.53,63.28,34.51,78.45,38.95,38.12,48.89,49.1,53.88,60.29,55.28,46.31,62.07,44.91,67.46,43.51,72.45,35.33,27.92,70.67,37.71,51.3,46.49,32.73,64.66,56.33,70.05
375,D:/cv_learn/projectII/pictures/000744.jpg,343,165,432,253,27.78,12.06,35.57,12.51,41.24,16.31,53.29,20.03,66.47,21.62,77.37,29.26,26.95,20.81,37.7,25.52,53.11,29.42,66.04,32.61,29.23,40.16,35.57,45.53,46.3,46.34,34.27,51.06,33.13,56.1,31.99,61.79,31.99,22.76,59.67,30.84,36.28,39.52,24.06,51.03,50.1,59.18
376,D:/cv_learn/projectII/pictures/000618.jpg,219,410,265,458,25.53,4.85,26.37,8.49,26.56,10.64,27.68,13.91,31.6,17.37,35.52,23.62,23.19,10.27,23.94,12.04,29.21,18.43,33.28,24.18,13.76,17.18,15.3,22.26,21.05,25.49,12.02,24.34,10.16,27.41,8.19,29.92,23.66,11.39,29.98,21.16,15.82,18.39,10.16,26.09,14.51,33.34
377,D:/cv_learn/projectII/pictures/000618.jpg,241,82,311,153,22.84,13.9,26.02,13.01,29.43,15.08,39.37,16.62,46.12,15.55,51.47,17.71,23.22,19.5,29.46,20.64,39.79,22.5,47.65,22.93,27.18,32.31,31.67,35.11,38.11,35.25,30.41,41.84,30.69,46.88,30.69,51.5,26.06,20.54,43.32,22.93,31.25,30.49,27.04,44.05,37.34,46.08
378,D:/cv_learn/projectII/pictures/000399.jpg,100,125,236,261,30.98,37.85,39.31,31.13,50.61,31.4,73.47,27.9,86.38,21.72,101.17,23.33,36.89,46.46,50.07,42.15,77.5,36.78,94.98,35.16,51.95,67.43,66.48,70.66,80.73,62.86,68.63,83.84,69.43,88.95,70.51,93.79,43.08,43.23,86.64,35.7,60.29,61.79,51.42,89.22,91.48,81.69
379,D:/cv_learn/projectII/pictures/000399.jpg,195,116,406,327,37.21,49.74,57.36,43.79,79.5,47.61,115.33,43.82,135.82,36.2,154.25,37.27,49.27,67.28,80.05,66.26,119.32,62.26,148.15,57.37,85.47,106.93,105.53,114.18,123.45,103.52,107.45,126.65,108.29,136.78,108.52,146.62,64.99,64.68,134.55,58.71,105.48,105.78,78.22,133.39,133.69,125.71
380,D:/cv_learn/projectII/pictures/000831.jpg,109,61,195,147,16.07,20.33,24.42,18.88,33.32,20.82,45.64,18.85,54.67,15.89,62.72,15.73,21.38,27.21,32.66,26.73,48.43,24.76,58.94,22.96,33.98,45.13,43.01,46.12,50.57,41.85,44.49,53.01,44.82,55.64,45.31,57.78,27.08,26.73,54.18,23.45,41.53,40.04,34.96,57.29,55.0,53.01
381,D:/cv_learn/projectII/pictures/001346.jpg,162,77,293,208,33.74,42.07,37.51,35.08,46.7,33.36,64.13,24.05,78.38,17.33,94.52,18.67,38.58,50.95,50.42,44.76,71.39,35.35,89.41,31.58,51.5,66.39,63.95,68.01,75.04,58.82,67.36,77.57,70.32,84.02,73.27,89.94,43.42,46.91,80.0,32.12,54.99,59.01,52.57,88.06,87.26,75.15
382,D:/cv_learn/projectII/pictures/000595.jpg,84,58,184,158,21.4,20.07,31.64,16.98,41.6,20.91,56.95,21.42,67.0,20.26,73.57,24.71,25.84,27.6,39.37,29.54,56.95,30.12,67.39,31.28,39.3,47.49,48.72,53.33,57.58,50.88,48.35,61.06,48.35,65.58,48.16,69.91,33.57,28.96,62.17,30.31,48.35,47.87,32.41,60.26,59.46,62.97
383,D:/cv_learn/projectII/pictures/000595.jpg,260,36,369,146,27.87,25.57,36.59,23.87,44.24,26.21,59.76,22.81,69.84,19.35,78.89,21.32,31.91,35.14,43.55,34.45,60.61,31.74,74.64,31.74,42.02,55.32,51.68,56.82,62.42,53.53,52.81,66.62,53.01,72.14,53.22,77.46,37.65,34.29,67.62,31.53,50.62,51.29,38.93,71.7,68.69,68.09
384,D:/cv_learn/projectII/pictures/000096.jpg,187,74,368,255,41.92,34.64,59.31,31.4,76.66,36.43,103.9,39.83,118.74,38.47,130.96,43.0,45.2,52.15,72.07,55.06,102.82,58.3,125.15,60.57,72.11,86.0,88.59,94.08,101.89,89.18,87.28,107.17,86.31,116.88,85.34,126.59,60.74,49.56,115.12,55.06,90.85,81.99,63.65,115.27,102.11,118.73
385,D:/cv_learn/projectII/pictures/001569.jpg,124,174,275,325,60.77,12.1,70.86,18.15,78.93,30.26,98.24,43.81,112.37,49.86,123.32,59.95,54.43,25.36,72.01,37.76,93.92,55.05,114.39,68.6,49.53,62.54,54.43,75.52,74.03,82.14,52.99,85.6,46.36,93.39,41.75,99.15,64.91,29.54,105.45,59.37,59.62,68.02,32.52,78.69,68.27,102.9
386,D:/cv_learn/projectII/pictures/000104.jpg,299,192,1600,1200,481.27,136.85,601.02,189.32,712.41,282.21,907.81,379.91,1046.03,413.27,1167.56,472.84,467.2,260.43,619.48,389.44,836.33,491.9,1038.88,551.48,493.18,637.26,569.44,754.03,707.65,754.03,526.54,827.9,495.57,875.56,459.82,930.36,540.7,312.49,941.18,513.35,607.56,680.16,381.19,782.62,626.63,925.6
387,D:/cv_learn/projectII/pictures/000379.jpg,161,87,264,190,18.88,19.91,30.19,19.16,40.36,22.36,57.51,22.74,68.81,18.41,79.55,20.67,23.78,30.73,38.29,32.35,59.39,32.16,75.59,30.09,39.04,51.57,50.35,54.39,60.9,51.19,50.35,60.99,50.54,66.83,51.29,72.48,30.75,29.89,67.49,29.52,50.24,48.81,35.65,65.32,65.42,63.25
388,D:/cv_learn/projectII/pictures/000522.jpg,72,115,167,210,14.83,21.4,25.14,20.43,36.25,22.05,51.87,21.24,59.6,17.05,67.97,14.8,20.47,29.29,35.28,29.94,53.16,28.49,66.2,24.62,38.47,48.75,48.49,51.67,55.9,45.88,48.97,55.54,49.81,61.2,51.11,67.18,28.04,28.97,59.6,25.59,48.65,45.72,33.83,60.53,59.12,56.02
389,D:/cv_learn/projectII/pictures/000522.jpg,626,105,706,187,11.3,18.25,20.61,16.35,31.82,18.72,46.65,18.72,54.38,16.21,63.06,16.35,16.19,24.4,29.77,24.56,48.39,23.77,59.43,22.98,30.87,41.76,39.05,45.87,48.86,40.02,39.23,48.42,39.23,52.97,39.59,58.24,23.61,24.4,54.38,22.82,40.02,41.6,25.51,48.39,52.18,47.6
390,D:/cv_learn/projectII/pictures/000522.jpg,434,66,529,161,19.53,19.5,28.84,18.29,37.72,19.63,54.17,19.5,63.99,18.29,74.67,20.88,23.5,27.6,36.42,27.94,56.41,28.11,68.64,29.15,33.73,45.77,43.14,52.06,56.34,47.51,44.0,56.37,45.13,61.61,46.76,67.4,29.7,27.77,62.27,28.63,41.93,47.24,32.46,58.27,60.2,58.95
391,D:/cv_learn/projectII/pictures/000522.jpg,292,120,377,206,11.42,18.88,23.98,17.11,33.95,19.28,48.13,19.21,55.79,15.91,63.99,15.62,19.95,26.45,32.51,27.74,50.07,27.19,61.82,24.52,32.51,43.52,42.17,48.35,51.1,42.73,42.16,52.55,42.01,55.92,41.87,59.14,26.39,26.94,56.18,25.81,42.82,44.0,28.24,52.69,52.42,51.81
392,D:/cv_learn/projectII/pictures/000045.jpg,370,88,472,189,23.79,26.96,32.81,23.17,40.75,22.63,53.55,21.37,60.4,17.22,66.9,19.92,28.12,32.55,39.3,31.1,54.45,29.3,64.19,27.32,42.55,50.58,53.73,52.03,58.6,49.5,54.99,57.26,53.73,65.55,52.65,73.85,35.74,31.46,59.86,27.86,55.35,45.53,39.66,66.45,59.32,63.57
393,D:/cv_learn/projectII/pictures/001864.jpg,118,139,182,203,12.2,13.53,18.44,11.17,24.53,12.84,37.96,13.39,44.61,12.28,49.04,15.88,15.39,18.38,24.28,18.81,37.13,18.93,45.03,19.76,23.28,30.15,31.45,33.89,38.24,30.56,30.76,39.43,30.48,42.06,30.35,44.96,20.1,18.1,41.43,19.07,32.15,31.53,19.9,39.47,38.62,40.21
394,D:/cv_learn/projectII/pictures/001864.jpg,249,168,316,235,17.66,13.66,23.54,11.52,30.49,12.33,39.71,14.46,45.73,15.0,49.87,18.21,18.94,18.27,27.29,19.68,39.05,21.28,46.13,22.35,25.27,32.25,31.96,34.91,38.24,33.84,31.43,41.06,30.76,44.27,29.96,47.61,23.81,18.47,42.79,21.55,32.63,31.44,21.81,41.6,38.78,43.2
395,D:/cv_learn/projectII/pictures/001864.jpg,473,113,531,171,9.03,15.79,14.24,13.75,20.48,14.13,31.03,11.08,36.89,8.15,42.74,8.41,13.35,20.87,21.49,19.73,33.07,16.68,40.96,15.28,22.0,29.91,28.49,29.4,34.47,26.6,29.76,33.72,30.52,37.67,31.67,41.1,17.29,19.6,37.52,15.53,28.11,26.6,20.73,37.16,39.94,33.72
396,D:/cv_learn/projectII/pictures/001864.jpg,358,161,416,217,12.13,13.7,16.41,10.89,22.78,11.13,32.32,10.64,38.57,10.52,43.09,12.72,14.33,17.74,22.41,17.37,33.18,17.62,41.38,17.74,20.57,27.04,27.55,28.88,34.77,26.67,28.29,33.89,28.41,37.69,28.77,40.75,18.86,17.37,37.71,17.37,27.67,26.43,19.13,36.0,36.85,36.1
397,D:/cv_learn/projectII/pictures/000861.jpg,356,112,536,292,54.3,22.73,73.17,29.32,88.44,40.7,113.0,45.19,126.18,46.99,140.26,54.48,59.09,35.91,78.74,51.94,108.3,58.74,131.57,62.57,65.96,82.84,76.99,97.19,98.11,96.11,73.47,108.39,69.57,115.28,63.29,123.37,71.07,42.8,119.0,59.57,83.02,90.84,45.91,100.6,83.35,115.58
398,D:/cv_learn/projectII/pictures/000861.jpg,83,100,275,293,39.22,45.26,56.26,45.26,78.52,45.96,95.91,43.87,116.78,36.57,134.17,32.74,41.65,64.74,75.74,61.61,105.3,57.78,134.17,50.48,80.61,96.04,99.74,101.96,113.65,91.17,100.43,116.22,100.78,125.61,101.13,135.35,60.09,61.61,119.91,51.17,98.35,91.52,77.13,127.0,120.99,120.81
399,D:/cv_learn/projectII/pictures/000861.jpg,553,108,743,296,43.55,42.85,58.9,40.18,75.58,44.29,101.01,41.22,117.58,34.84,137.13,32.91,48.68,57.91,74.64,59.51,106.36,57.27,134.24,50.54,77.75,94.36,91.99,101.31,106.77,92.88,94.51,115.91,94.83,122.96,95.15,129.37,60.86,56.95,119.18,51.5,89.97,93.18,71.87,118.49,116.81,116.75
400,D:/cv_learn/projectII/pictures/001037.jpg,155,95,285,223,38.89,25.68,49.94,24.99,59.62,27.06,73.43,29.36,78.78,26.96,83.1,26.37,40.5,37.65,54.09,38.11,69.98,38.81,80.34,39.27,53.99,63.34,62.61,68.05,71.13,64.6,64.68,77.49,62.57,84.37,60.54,91.08,47.87,38.57,75.6,39.0,68.6,60.91,46.26,81.64,67.9,79.33
401,D:/cv_learn/projectII/pictures/001386.jpg,282,34,361,113,21.83,16.82,27.44,15.86,32.86,16.82,43.45,17.5,49.2,16.54,54.95,18.05,23.06,23.11,32.09,22.84,44.41,23.39,53.99,24.34,31.52,38.14,37.87,41.06,45.64,38.03,38.39,46.97,38.53,51.31,38.39,56.2,27.99,22.98,49.07,23.8,37.2,36.46,31.82,50.35,45.51,50.9
402,D:/cv_learn/projectII/pictures/001386.jpg,217,103,296,183,20.96,13.22,27.63,13.32,34.15,16.4,45.01,18.43,51.9,16.6,58.06,17.42,21.25,22.2,32.12,23.65,45.59,26.26,55.3,25.54,30.96,38.58,37.25,42.74,44.19,39.75,37.33,47.74,36.77,51.8,36.21,55.86,27.19,23.36,50.92,26.16,37.34,39.05,28.2,49.01,44.72,50.46
403,D:/cv_learn/projectII/pictures/001604.jpg,161,65,252,154,27.21,17.74,32.63,18.07,37.56,18.89,48.4,18.07,58.42,16.43,68.43,18.4,28.36,26.78,39.69,27.11,51.19,25.96,62.69,26.61,33.61,42.71,41.83,47.47,52.34,43.86,41.66,55.19,41.83,57.99,41.99,60.45,33.94,28.58,56.28,27.11,41.0,42.05,33.45,56.84,53.98,56.51
404,D:/cv_learn/projectII/pictures/001604.jpg,61,115,203,258,23.89,36.86,36.24,35.36,50.99,33.85,73.46,29.45,92.85,23.01,109.71,24.82,35.53,46.41,54.49,44.1,80.24,40.04,99.17,36.26,55.19,72.68,71.77,79.02,84.92,69.03,72.23,86.52,74.48,92.27,76.59,96.79,45.27,45.29,89.24,38.37,66.51,71.61,54.04,89.34,96.5,86.47
405,D:/cv_learn/projectII/pictures/001604.jpg,262,174,418,331,36.09,42.17,46.13,37.0,60.43,35.48,81.43,30.91,100.3,26.04,119.17,26.04,43.7,56.78,60.43,51.61,90.61,45.96,109.43,42.48,58.61,79.61,74.43,80.83,92.09,72.3,76.26,94.22,77.17,101.52,77.78,108.52,51.61,53.43,99.7,43.39,69.87,68.65,60.13,106.09,100.06,98.6
406,D:/cv_learn/projectII/pictures/001438.jpg,192,71,319,198,31.97,22.58,43.33,20.72,57.64,26.63,75.1,31.39,86.46,29.07,97.32,33.36,34.52,33.71,51.22,36.49,73.18,41.23,89.01,42.52,47.51,64.09,61.88,70.35,72.5,66.37,57.48,77.3,56.23,81.94,55.62,86.58,43.89,33.21,80.64,40.02,63.73,63.76,38.7,76.38,73.08,80.91
407,D:/cv_learn/projectII/pictures/001438.jpg,341,136,448,242,21.16,31.74,30.36,26.76,41.28,27.26,54.8,20.72,64.87,16.35,77.41,14.45,24.96,37.63,39.4,35.92,58.94,29.22,74.94,24.33,42.06,56.26,53.27,57.98,63.92,49.99,55.94,62.72,56.7,68.04,58.22,73.93,31.42,34.97,66.2,25.66,50.1,53.01,45.1,67.85,74.94,60.06
408,D:/cv_learn/projectII/pictures/001639.jpg,2560,766,2726,932,67.75,30.57,72.11,33.13,74.15,36.45,84.4,37.22,97.97,29.54,116.4,34.92,70.06,50.79,76.46,52.07,88.24,50.02,100.78,49.51,61.86,77.16,74.15,88.69,86.96,85.1,70.99,100.3,72.36,107.63,73.39,114.03,73.13,51.3,93.87,49.26,64.68,77.16,69.29,102.77,93.5,106.34
409,D:/cv_learn/projectII/pictures/001639.jpg,1915,727,2033,845,52.0,22.09,53.52,22.96,54.39,23.39,58.09,24.26,68.2,26.16,75.83,33.58,53.77,33.38,55.42,33.58,59.17,34.04,68.74,36.65,43.96,53.83,52.87,59.48,61.13,55.78,49.86,68.62,52.65,76.43,55.01,85.73,54.6,33.58,63.3,36.0,44.83,52.09,55.91,74.7,62.84,77.49
410,D:/cv_learn/projectII/pictures/001639.jpg,1706,743,1821,858,31.43,25.46,41.79,22.96,53.05,23.85,64.49,24.74,72.71,21.88,75.4,20.99,36.43,36.36,48.58,34.93,64.31,35.47,72.54,34.22,48.07,59.3,57.93,61.24,64.69,57.76,56.09,71.22,55.73,74.43,55.2,77.83,42.86,35.29,68.43,34.4,61.1,55.13,40.18,72.65,64.31,72.65
411,D:/cv_learn/projectII/pictures/001639.jpg,2239,823,2352,936,22.38,24.52,35.68,26.0,47.26,31.17,72.88,31.17,83.97,30.68,91.61,30.68,27.3,31.17,44.24,34.31,67.71,35.12,83.94,34.54,40.12,52.61,52.19,61.48,65.26,53.22,51.2,65.42,50.71,68.13,50.22,70.35,34.7,34.38,76.09,37.09,53.67,56.8,30.01,61.23,63.62,64.43
412,D:/cv_learn/projectII/pictures/001639.jpg,2045,815,2182,952,30.19,20.52,45.74,24.93,60.58,31.08,85.93,32.44,100.19,30.89,110.81,32.96,29.15,32.19,53.26,37.37,83.59,41.52,104.85,42.3,48.59,62.52,63.03,75.64,78.45,67.1,60.78,87.93,60.52,90.52,60.26,92.85,39.78,38.93,93.44,45.41,65.23,69.3,38.74,80.15,80.3,82.68
413,D:/cv_learn/projectII/pictures/001639.jpg,1224,679,1338,793,23.78,25.48,31.83,22.22,41.61,24.39,56.39,24.39,69.87,20.04,82.7,23.74,29.87,35.04,43.57,35.26,65.52,33.52,79.65,31.78,46.83,55.48,56.39,60.7,67.7,54.83,57.04,71.35,57.26,74.17,57.7,76.57,36.83,36.78,72.48,34.17,54.87,55.91,43.91,72.86,77.91,72.22
